Time,ECG
0.0,1.0
0.002,0.9873750939829385
0.004,0.9515168037084211
0.006,0.7211792534609827
0.008,0.5566551041829115
0.01,0.29026638991205517
0.012,0.10013939105687437
0.014,-0.05805949692296805
0.016,-0.10251468837113667
0.018000000000000002,-0.06596054290225972
0.02,-0.1414551355967512
0.022,-0.10348647806833103
0.024,-0.10855079520985268
0.026000000000000002,-0.1887033746068171
0.028,-0.16219378944936702
0.03,-0.21674124209355608
0.032,-0.18412750596950117
0.034,-0.17703130986707116
0.036000000000000004,-0.10984864540801095
0.038,-0.012729368053036979
0.04,0.01566534148830378
0.042,0.0200718720546468
0.044,0.08704105401650787
0.046,-0.004678987261200647
0.048,0.0230471622506521
0.05,0.08232013890940562
0.052000000000000005,-0.030818936732315585
0.054,-0.01814184738097846
0.056,0.03941292143459002
0.058,0.013262060604753542
0.06,-0.0588567502157854
0.062,0.050243334645744764
0.064,0.04956499832720514
0.066,0.05638587619211338
0.068,0.04951363651742674
0.07,0.04902151528417023
0.07200000000000001,0.03138031388862414
0.074,-0.044099444109878774
0.076,-0.01762662420631757
0.078,-0.039650217068492075
0.08,0.03370593666834602
0.082,0.014744932500198867
0.084,0.08132621598387027
0.08600000000000001,0.14182347980853272
0.088,0.08144301110588256
0.09,0.021463794319332593
0.092,0.03718320951591226
0.094,-0.06126135440079148
0.096,-0.03531612938288471
0.098,-0.06575051277590839
0.1,0.0499023210376337
0.10200000000000001,0.101704170553984
0.10400000000000001,0.11005505684274351
0.106,0.11031429310892667
0.108,0.08522396962851757
0.11,0.0103643451461519
0.112,-0.006559645381295866
0.114,-0.06251943648764097
0.116,0.017871811156893645
0.11800000000000001,0.01985368085386386
0.12,0.0560215524831532
0.122,0.11807164968168646
0.124,0.06225293242035248
0.126,0.09326415749087777
0.128,0.02626487473397791
0.13,0.04754824228416342
0.132,-0.028283347212556285
0.134,0.004277482211578927
0.136,0.05528792806341487
0.138,-0.01240124475357983
0.14,0.1252115446064209
0.14200000000000002,0.06732931431935496
0.14400000000000002,0.05400718046847964
0.146,0.04881033557666256
0.148,0.1172434341370527
0.15,0.019863419995478217
0.152,0.05114898267239793
0.154,0.008347918337819903
0.156,0.04604747153890336
0.158,0.02549591111316356
0.16,0.024851100830503035
0.162,0.04656668555803545
0.164,0.04214857111447401
0.166,0.10259793916634252
0.168,0.13657453104410755
0.17,0.14648745895727674
0.17200000000000001,0.0018214613393176468
0.17400000000000002,0.0159167603168991
0.176,-0.004934283945463823
0.178,-0.007376224180531611
0.18,0.0721347944253987
0.182,0.06036145165141474
0.184,0.09777847665502046
0.186,0.13822725248860732
0.188,0.11562451994268483
0.19,0.07722555937605728
0.192,0.03263608449596078
0.194,-0.021734355175372765
0.196,-0.0005725845381568707
0.198,0.02006681156033558
0.2,0.06169183085668107
0.202,0.1096865216813305
0.20400000000000001,0.13994422904245413
0.20600000000000002,0.13452476185652743
0.20800000000000002,0.09622201449367397
0.21,0.06993674205802092
0.212,0.010347081423397216
0.214,-0.03594914516904836
0.216,0.06459323689465304
0.218,0.02537734393993665
0.22,0.10537933184336684
0.222,0.1326853019288029
0.224,0.10588414962315963
0.226,0.18898531793064427
0.228,0.033422354669684504
0.23,0.02004642836065578
0.232,0.021327869705826057
0.234,0.0482387622918944
0.23600000000000002,0.08529954050892832
0.23800000000000002,0.07803708838512534
0.24,0.10408234247540321
0.242,0.08333301458101972
0.244,0.10310765812521998
0.246,0.12790276298288958
0.248,0.10088557246434604
0.25,0.045499480193932726
0.252,0.08623728242921362
0.254,0.07742629214587736
0.256,0.07328855122740899
0.258,0.08194179658170478
0.26,0.0579908641565231
0.262,0.11151673463435419
0.264,0.08273757812938243
0.266,0.19809714494217923
0.268,0.13422408431872418
0.27,0.1513811860581258
0.272,0.11386874713329806
0.274,0.08526745414384557
0.276,0.06823214360774535
0.278,0.03346602560134747
0.28,0.12288844307462096
0.28200000000000003,0.1602323363748871
0.28400000000000003,0.19966600448098903
0.28600000000000003,0.2269380438214252
0.28800000000000003,0.19061143118231597
0.29,0.1636898963362749
0.292,0.14123159579941
0.294,0.12938090835731386
0.296,0.107348028959074
0.298,0.1519925228538657
0.3,0.2310941058500513
0.302,0.25905867719068093
0.304,0.2618604294403634
0.306,0.3537298264176328
0.308,0.23003325150567655
0.31,0.26290955456113974
0.312,0.17107921140848592
0.314,0.21874232411338246
0.316,0.22585130598828246
0.318,0.30308452826504334
0.32,0.3280535641378748
0.322,0.3347293651692891
0.324,0.3855151174140822
0.326,0.3839242938338578
0.328,0.3543044297446055
0.33,0.3560360710450928
0.332,0.2923457245070402
0.334,0.33953391867873683
0.336,0.4024055176382381
0.338,0.39123486310152455
0.34,0.44990520998151035
0.342,0.4277884835856058
0.34400000000000003,0.45188546343775804
0.34600000000000003,0.42848101557242857
0.34800000000000003,0.46138765267663334
0.35000000000000003,0.44496688518976724
0.352,0.43330025142908757
0.354,0.4396808356874515
0.356,0.4224787621067437
0.358,0.38653758015656775
