Time,ECG
0.0,1.000000000000003
0.002,0.9959440322079811
0.004,0.9407058433292717
0.006,0.751917168530637
0.008,0.4981129822817078
0.01,0.2911770363178795
0.012,0.18027651060799382
0.014,-0.08885567503693767
0.016,-0.11667063125468315
0.018000000000000002,-0.10266912745610249
0.02,-0.12474957803422135
0.022,-0.09884029045356658
0.024,-0.13161990127339876
0.026000000000000002,-0.16382828154268336
0.028,-0.1871056793564629
0.03,-0.1679398553273759
0.032,-0.2122042102603738
0.034,-0.17324386795442842
0.036000000000000004,-0.08000638477118031
0.038,-0.052461644176320626
0.04,0.04809896360865976
0.042,0.0029909772509698687
0.044,0.090102894412894
0.046,-0.015787218783130122
0.048,0.0674364489532785
0.05,-0.008323965539508815
0.052000000000000005,0.02470153462779823
0.054,0.010439776159113656
0.056,-0.022581113145772207
0.058,0.004453336789419095
0.06,-0.01148987548265185
0.062,0.01905974547867358
0.064,0.06676455698253606
0.066,0.041059006699438266
0.068,0.08049610492904152
0.07,0.03655227953569687
0.07200000000000001,0.02823531567171049
0.074,-0.001240766824229491
0.076,-0.06572842601160112
0.078,-0.01494625759809192
0.08,0.00979670111754883
0.082,0.03652345765672216
0.084,0.058991103008410095
0.08600000000000001,0.1556848870021446
0.088,0.06849376418512164
0.09,0.02684109699851938
0.092,0.036799569862174454
0.094,-0.06186027126230523
0.096,-0.0345021180104372
0.098,-0.008617219929589751
0.1,0.023673632011127554
0.10200000000000001,0.07498121289977942
0.10400000000000001,0.11288590827986154
0.106,0.14769081184019767
0.108,0.08002668065673144
0.11,-0.03807387609923297
0.112,-0.004431805903493149
0.114,-0.03425201249254231
0.116,-0.03239365125609292
0.11800000000000001,0.03512798442210743
0.12,0.048043627129622596
0.122,0.14048747111644472
0.124,0.0684825707642428
0.126,0.10884703329309753
0.128,0.008098683408660268
0.13,0.023244545777126938
0.132,0.027534575592271952
0.134,-0.012675349411391215
0.136,0.04065903434023738
0.138,0.06290976151261235
0.14,0.03280967751336256
0.14200000000000002,0.09988876711299616
0.14400000000000002,0.07709081766399317
0.146,0.07974672401397905
0.148,0.0350922313710367
0.15,0.01730513081127965
0.152,0.035735083409523444
0.154,0.05896940566103945
0.156,0.03579674278291509
0.158,0.025124259372304114
0.16,0.021633954892764613
0.162,0.05438063235959575
0.164,0.09473726653213503
0.166,0.06796526117234417
0.168,0.10029116959559405
0.17,0.10830158795864814
0.17200000000000001,0.05510257420333743
0.17400000000000002,0.01787132402386177
0.176,-0.045422696075875034
0.178,0.05146748507008773
0.18,0.015325996121496708
0.182,0.05189196161641971
0.184,0.13915525224731498
0.186,0.12556280235380482
0.188,0.128362645160154
0.19,0.06623379651448547
0.192,0.042876379965389594
0.194,-0.0191109828429189
0.196,0.002132349829139235
0.198,-0.004291791024891169
0.2,0.12259673135084453
0.202,0.04292917422439879
0.20400000000000001,0.1544400810889519
0.20600000000000002,0.15695015812853935
0.20800000000000002,0.07327185896742985
0.21,0.06460401472148343
0.212,0.0014386751604365654
0.214,0.04086667532455031
0.216,0.01775698428082801
0.218,0.025347952543003767
0.22,0.11041643415814328
0.222,0.1384294561207421
0.224,0.12769139149421138
0.226,0.08978854786825866
0.228,0.06314964446594631
0.23,0.05031585253785531
0.232,0.07239929629404858
0.234,-0.01653120425504296
0.23600000000000002,0.06847739637960715
0.23800000000000002,0.09220092620224676
0.24,0.10929071098079449
0.242,0.08553499766331807
0.244,0.1335824259240947
0.246,0.07534487459768935
0.248,0.12545464475927293
0.25,0.09663355334238712
0.252,0.0796407336368745
0.254,0.05236630627789418
0.256,0.028989903236811956
0.258,0.07368017258178146
0.26,0.1210740290557143
0.262,0.10075204047570338
0.264,0.10329298580029496
0.266,0.10782562136630555
0.268,0.18811815452748973
